program,fund_type,funding_year,funding_request_number,frn_line_number,status,filing_hcp,filing_hcp_name,filing_hcp_entity_type,filing_hcp_street,filing_hcp_city,filing_hcp_state,filing_hcp_zip_code,filing_hcp_latitude,filing_hcp_longitude,participating_hcp,participating_hcp_name,participating_hcp_entity_type,participating_hcp_street,participating_hcp_city,participating_hcp_state,participating_hcp_county,participating_hcp_zip_code,participating_hcp_latitude,participating_hcp_longitude,category_of_expense,service_type,download_speed,upload_speed,number_of_bidders,frequency_of_expense,multi_year_funding,funding_start_date,funding_end_date,funding_commitment_date,funding_submission_date,service_provider_id,service_provider_name,filing_window,original_requested_amount,original_committed_amount,total_commited_amount,total_authorized_disbursement_amount,service_level_agreement,invoice_deadline_date,filing_hcp_county,bandwidth,monthly_urban_rate,monthly_rural_rate,packet_loss,reliability,jitter,latency,eligible_service,eligible_site,quantity_of_item_invoiced,prorata_factor
Healthcare Connect Fund,Consortium,2013,13419061,87,Committed,17236,North Country Telemedicine Project,Consortium Of The Above,120 Washington Street,Watertown,NY,13601,43.9741985,-75.9115283,16507,Cape Vincent Health Center,Rural Health Clinic,782 East Broadway,Cape Vincent,NY,Jefferson,13618,44.1260104,-76.3416896,Leased/Tariffed Facilities or Services,Installation of Recurring Services,NA,NA,1,Onetime,No,2014-04-01T00:00:00.000,2016-06-30T00:00:00.000,2014-07-01T00:00:00.000,2014-04-18T00:00:00.000,143023654,Development Authority of the North Country,,130,130,130,130,No,2016-12-31T23:59:59.000,,,0,0,,,,,1,1,1,
Healthcare Connect Fund,Individual,2013,13415541,1,Denied,25312,Mcpherson Hospital,Not-For-Profit Hospital,1000 Hospital Dr,Mcpherson,KS,67460,38.3787437,-97.6709975,25312,Mcpherson Hospital,Not-For-Profit Hospital,1000 Hospital Dr,Mcpherson,KS,Mcpherson,67460,38.3787437,-97.6709975,Leased/Tariffed Facilities or Services,Internet,,,1,Month,No,,,,2014-04-08T00:00:00.000,143012602,Twc Cable Partners dba Cox Communications,,2470,0,0,0,No,,Mcpherson,8 Mbps,0,0,,,,,,,,
Healthcare Connect Fund,Consortium,2013,13422321,35,Denied,17226,Iowa Rural Health Telecommunications Program,Consortium Of The Above,100 E Grand Ave Ste 100,Des Moines,IA,50309,41.5816456,-93.6243133,11050,Iowa Specialty Hospital - Belmond,Not-For-Profit Hospital,403 1st. St. Se,Belmond,IA,Wright,50421,42.8452592,-93.6122034,Leased/Tariffed Facilities or Services,Ethernet,100.0MB,100.0MB,1,Month,Yes,,,,2014-05-23T00:00:00.000,143003005,"State of Iowa, Iowa Telecommunication & Technology Commissio",,19890,0,0,0,Yes,,,,0,0,0.5,99.5,,60 MS,,1,1,
Healthcare Connect Fund,Consortium,2023,RHC20230017914,3,Processed,61323,Virginia Department Of Health,Consortium Of The Above,109 Governor St,Richmond,VA,23219,37.5371844,-77.4315151,61678,Virginia Department Of Health Central Office,Not Available,109 Governor St,Richmond,VA,Richmond City,23219,37.5371844,-77.4315151,Data,Ethernet,10.00 Mbps,10.00 Mbps,,Monthly,No,2023-07-01T00:00:00.000,2024-06-14T00:00:00.000,2024-01-11T00:00:00.000,2023-03-13T00:00:00.000,143001197,Verizon Business Global LLC,FY 2023 Filing Window 1,2049.66,2049.66,2049.66,,No,2024-10-28T00:00:00.000,,,,,,,,,,,,
Healthcare Connect Fund,Individual,2013,13399781,1,Committed,33040,Bucktail Medical Center,Not-For-Profit Hospital,1001 Pine Street,Renovo,PA,17764,41.327927,-77.7368209,33040,Bucktail Medical Center,Not-For-Profit Hospital,1001 Pine Street,Renovo,PA,Clinton,17764,41.327927,-77.7368209,Leased/Tariffed Facilities or Services,T-1 / DS-1,1.544MB,1.544MB,0,Month,No,2014-01-07T00:00:00.000,2014-06-30T00:00:00.000,2014-09-16T00:00:00.000,2014-06-20T00:00:00.000,143020549,MegaPath Group Inc,,2383.49,2306.6,2306.6,2306.6,No,2014-12-31T23:59:59.000,Clinton,1.544MB,0,0,,,,,,,,
Healthcare Connect Fund,Individual,2013,13377491,1,Committed,15110,Pullman Regional Hospital,Not-For-Profit Hospital,835 Se Bishop Blvd,Pullman,WA,99163,46.7129896,-117.1705849,15110,Pullman Regional Hospital,Not-For-Profit Hospital,835 Se Bishop Blvd,Pullman,WA,Whitman,99163,46.7129896,-117.1705849,Leased/Tariffed Facilities or Services,Internet,100,100,,Month,Yes,2014-01-01T00:00:00.000,2016-06-30T00:00:00.000,2014-03-18T00:00:00.000,2014-01-16T00:00:00.000,143013767,"Noel Communications, Inc.",,23400,19500,19500,19500,No,2016-12-31T23:59:59.000,Whitman,0,0,0,,,,,,1,1,
Healthcare Connect Fund,Individual,2013,13399561,1,Committed,31139,Covenant Hospital Levelland Dba Family Medicine Of Sundown,Rural Health Clinic,209 E Richardson Street,Sundown,TX,79372,33.4562253,-102.4873659,31139,Covenant Hospital Levelland Dba Family Medicine Of Sundown,Rural Health Clinic,209 E Richardson Street,Sundown,TX,Hockley,79372,33.4562253,-102.4873659,Leased/Tariffed Facilities or Services,Internet,3,3,0,Month,No,2014-01-11T00:00:00.000,2014-06-30T00:00:00.000,2014-04-22T00:00:00.000,2014-03-25T00:00:00.000,143030766,"Windstream Communications, LLC",,645.81,645.81,645.81,645.81,No,2014-12-31T23:59:59.000,Hockley,3.0MB,0,0,,,,,,,,
Healthcare Connect Fund,Individual,2013,13379851,1,Committed,17689,Texas County Memorial Hospital,Not-For-Profit Hospital,1333 S Sam Houston Blvd,Houston,MO,65483,37.3080873,-91.9626591,17689,Texas County Memorial Hospital,Not-For-Profit Hospital,1333 S Sam Houston Blvd,Houston,MO,Texas,65483,37.3080873,-91.9626591,Leased/Tariffed Facilities or Services,Ethernet,100,100,,Month,Yes,2014-01-01T00:00:00.000,2016-06-30T00:00:00.000,2014-04-29T00:00:00.000,2014-01-21T00:00:00.000,143004637,"Sho-Me Technologies, LLC",,28660.32,23883.6,23883.6,23883.6,No,2016-12-31T23:59:59.000,Texas,0,0,0,,,,,,1,1,
Healthcare Connect Fund,Consortium,2023,RHC20230028425,29,Processed,70131,Iroquois Memorial Consortium,Consortium Of The Above,200 E Fairman Ave,Watseka,IL,60970,40.765738,-87.732631,13143,Iroquois Memorial Hospital - Milford Clinic,Rural Health Clinic,34 E Jones St,Milford,IL,Iroquois,60953,40.62874,-87.683087,Network Management Services,Software for Network Management,NA,NA,1,One Time,Yes,,,2024-01-11T00:00:00.000,2023-05-01T00:00:00.000,143027735,"Converging Networks Group, Inc.",FY 2023 Filing Window 1,487.5,0,0,,No,2024-10-28T00:00:00.000,,,,,,,,,,,,
Healthcare Connect Fund,Individual,2022,RHC20220002331,1,Processed,49659,St. Dominic Outpatient Clinic -Magee,Rural Health Clinic,360 Simpson Highway 149,Magee,MS,39111,31.8711838,-89.7291192,49659,St. Dominic Outpatient Clinic -Magee,Rural Health Clinic,360 Simpson Highway 149,Magee,MS,Simpson,39111,31.8711838,-89.7291192,Data,Ethernet,10 Mbps,10 Mbps,,Monthly,No,2022-07-01T00:00:00.000,2023-06-30T00:00:00.000,2022-07-14T00:00:00.000,2021-12-29T00:00:00.000,143004824,"BellSouth Telecommunications, LLC",FY 2022 Filing Window 1,3603.6,3603.6,3603.6,,No,2024-02-25T00:00:00.000,Simpson,,,,,,,,,,,
Healthcare Connect Fund,Consortium,2013,13419061,93,Committed,17236,North Country Telemedicine Project,Consortium Of The Above,120 Washington Street,Watertown,NY,13601,43.9741985,-75.9115283,34267,Smc/Patient Service Center,Not Available,1571 Washington St.,Watertown,NY,,13601,43.9505592,-75.9138423,Network Equipment,Network Switch (leased),NA,NA,1,Onetime,No,2014-10-31T00:00:00.000,2016-06-30T00:00:00.000,2014-07-01T00:00:00.000,2014-04-18T00:00:00.000,143023654,Development Authority of the North Country,,3926,3926,3926,3926,No,2016-12-31T23:59:59.000,,,0,0,,,,,1,1,1,
Healthcare Connect Fund,Individual,2013,13408631,1,Committed,16480,Taos Health System,Not-For-Profit Hospital,1397 Weimer Road,Taos,NM,87571,36.3686698,-105.5762176,16480,Taos Health System,Not-For-Profit Hospital,1397 Weimer Road,Taos,NM,Taos,87571,36.3686698,-105.5762176,Leased/Tariffed Facilities or Services,ISDN PRI,0,0,0,Month,No,2014-01-07T00:00:00.000,2014-06-30T00:00:00.000,2014-06-03T00:00:00.000,2014-05-23T00:00:00.000,143005231,CenturyLink Qwest Corporation,,2223,2151.29,2151.29,2151.29,No,2014-12-31T23:59:59.000,Taos,1.544MB,0,0,,,,,,,,
Healthcare Connect Fund,Consortium,2022,RHC20220007205,4,Processed,33832,Kansas Health-E Broadband Consortium,Consortium Of The Above,215 Se 8Th Ave,Topeka,KS,66603,39.04789,-95.672394,65457,Kingman Community Hospital,Not-For-Profit Hospital,750 W D Ave,Kingman,KS,Kingman,67068,37.6473465,-98.1232742,Network Management Services,Network Management Services,NA,NA,0,Monthly,No,2022-07-01T00:00:00.000,2023-06-30T00:00:00.000,2022-12-15T00:00:00.000,2022-02-24T00:00:00.000,143052279,"Buchanan Technologies, Inc.",FY 2022 Filing Window 1,897,897,897,897,No,2023-10-28T00:00:00.000,,,,,,,,,,,,
Healthcare Connect Fund,Consortium,2013,13405771,2,Committed,17252,Rural Wisconsin Health Cooperative Itn,Consortium Of The Above,880 Independence Lane,Sauk City,WI,53583,43.2676374,-89.7361619,13080,Southwest Health Center - Platteville,Not-For-Profit Hospital,1400 East Side Road,Platteville,WI,Grant,53818,42.7195987,-90.4581331,Infrastructure/Outside Plant,Construction,,,5,Onetime,No,2013-07-25T00:00:00.000,2014-06-30T00:00:00.000,2014-03-18T00:00:00.000,2013-07-30T00:00:00.000,143005646,"BTS, Inc.",,9399,9399,9399,9399,No,2016-12-31T23:59:59.000,,,0,0,,,,,,1,1,
Healthcare Connect Fund,Consortium,2013,13440241,269,Committed,17212,Cha Broadband Services,Consortium Of The Above,7335 E Orchard Rd,Greenwood Village,CO,80111,39.610135,-104.902395,23968,Grand River Hospital District - Grand River Hospital And Medical Center,Not-For-Profit Hospital,501 Airport Road,Rifle,CO,Garfield,81650,39.5211131,-107.7700056,Leased/Tariffed Facilities or Services,Installation of Recurring Services,100 Mbps,100 Mbps,,Onetime,Yes,2013-12-02T00:00:00.000,2016-06-30T00:00:00.000,2014-02-11T00:00:00.000,2013-06-19T00:00:00.000,143001157,"CenturyLink Qwest Communications Company, LLC",,650,650,650,650,Yes,2017-01-31T23:59:59.000,,,0,0,1.0E-5,0.99999,n/a,<15,1,1,1,
Healthcare Connect Fund,Individual,2013,13385381,2,Committed,18054,Castle Rock Hospital District,Rural Health Clinic,1400 Unita Drive,Green River,WY,82935,41.5089008,-109.4789915,18054,Castle Rock Hospital District,Rural Health Clinic,1400 Unita Drive,Green River,WY,Sweetwater,82935,41.5089008,-109.4789915,Leased/Tariffed Facilities or Services,T-1 / DS-1,1.5,1.5,,Month,No,2014-01-01T00:00:00.000,2014-06-30T00:00:00.000,2014-04-08T00:00:00.000,2014-02-11T00:00:00.000,143005231,CenturyLink Qwest Corporation,,2379.27,2379.27,2379.27,2379.27,No,2014-12-31T23:59:59.000,Sweetwater,,0,0,,,,,1,1,1,
Healthcare Connect Fund,Consortium,2022,RHC20220008774,2,Processed,36531,Berkshire Health Systems,Consortium Of The Above,725 North St,Pittsfield,MA,01201,42.459638,-73.2492283,51367,Williamstown Commons,Skilled Nursing Facility,25 Adams Rd,Williamstown,MA,Berkshire,01267-2928,42.704205,-73.121941,Data,Internet Access,12 Mbps,1.5 Mbps,0,Monthly,No,2022-07-01T00:00:00.000,2023-06-30T00:00:00.000,2022-12-08T00:00:00.000,2022-03-22T00:00:00.000,143048055,Magna5 LLC,FY 2022 Filing Window 1,2184,2184,2184,2184,No,2023-10-28T00:00:00.000,,,,,,,,,,,,
Healthcare Connect Fund,Individual,2024,RHC20240002385,1,Submitted,38069,Seneca Family Medicine,Rural Health Clinic,1606 Olive Street,Seneca,MO,64865,36.8415705,-94.6030212,38069,Seneca Family Medicine,Rural Health Clinic,1606 Olive Street,Seneca,MO,Newton,64865,36.8415705,-94.6030212,Data,Ethernet,10 Mbps,10 Mbps,0,Monthly,No,,,,2024-01-11T00:00:00.000,143008207,The Empire District Electric Co.,FY 2024 Filing Window 1,3705,,,,No,,Newton,,,,,,,,,,,
Healthcare Connect Fund,Individual,2013,13376211,1,Committed,13733,Southwest Guidance Center,Community Mental Health Center,333 West 15th Street,Liberal,KS,67901,37.0560948,-100.9268364,13733,Southwest Guidance Center,Community Mental Health Center,333 West 15th Street,Liberal,KS,Seward,67901,37.0560948,-100.9268364,Leased/Tariffed Facilities or Services,Internet,8,1,,Month,No,2014-01-01T00:00:00.000,2014-06-30T00:00:00.000,2014-03-18T00:00:00.000,2014-01-10T00:00:00.000,143031076,"Zito Media Voice, LLC",,454.97,454.97,454.97,454.98,No,2014-12-31T23:59:59.000,Seward,8 Mbps,0,0,,,,,,,,
Healthcare Connect Fund,Consortium,2022,RHC20220007465,15,Processed,51232,Mississippi County Hospital System,Consortium Of The Above,1520 N Division St,Blytheville,AR,72315,35.942244,-89.9188351,16304,Great River Medical Center,Not-For-Profit Hospital,1520 N Division St,Blytheville,AR,Mississippi,72315,35.942244,-89.9188351,Equipment,Maintenance Contract,NA,NA,,Monthly,Yes,2022-07-01T00:00:00.000,2022-09-30T00:00:00.000,2023-05-11T00:00:00.000,2022-03-02T00:00:00.000,143030009,"E. Ritter Communications Holdings, LLC.",FY 2022 Filing Window 1,403.67,0,0,,No,2024-02-25T00:00:00.000,,,,,,,,,,,1,
Healthcare Connect Fund,Individual,2023,RHC20230022717,1,Processed,15585,Phelps County Regional Medical Center,Not-For-Profit Hospital,1000 W 10Th St,Rolla,MO,65401,37.951642,-91.784992,15585,Phelps County Regional Medical Center,Not-For-Profit Hospital,1000 W 10Th St,Rolla,MO,Phelps,65401,37.951642,-91.784992,Data,ISDN,1.544 Mbps,1.544 Mbps,0,Monthly,No,2023-07-01T00:00:00.000,2024-06-30T00:00:00.000,2023-06-15T00:00:00.000,2023-03-14T00:00:00.000,143036122,Fidelity Cablevision LLC,FY 2023 Filing Window 1,4680,4680,4680,,No,2024-10-28T00:00:00.000,Phelps,,,,,,,,,,,
Healthcare Connect Fund,Consortium,2013,13413161,23,Committed,17221,Heartland Unified Broadband Network,Consortium Of The Above,3900 W Avera Dr,Sioux Falls,SD,57108,43.492702,-96.774005,13485,Avera Marshall Regional Medical Center,Not-For-Profit Hospital,300 S Bruce St,Marshall,MN,Lyon,56258,44.44763,-95.776385,Leased/Tariffed Facilities or Services,MPLS,50,50,,Month,Yes,2013-07-01T00:00:00.000,2015-11-28T00:00:00.000,2014-07-08T00:00:00.000,2013-09-19T00:00:00.000,143002997,"South Dakota Network, LLC",,48067.5,48067.5,48067.5,48067.5,Yes,2016-12-31T23:59:59.000,,,0,0,0.1,99.985,8,15,1,1,1,
Healthcare Connect Fund,Individual,2013,13413211,1,Committed,17152,Aurora Health Care - Oconto,Rural Health Clinic,530 Smith Ave,Oconto,WI,54153,44.8796366,-87.8885332,17152,Aurora Health Care - Oconto,Rural Health Clinic,530 Smith Ave,Oconto,WI,,54153,44.8796366,-87.8885332,Leased/Tariffed Facilities or Services,Ethernet,10,10,,Month,Yes,2014-01-01T00:00:00.000,2016-06-30T00:00:00.000,2014-05-06T00:00:00.000,2014-04-02T00:00:00.000,143029320,"Time Warner Cable Information Services (Wisconsin), LLC",,9574.84,9574.84,9574.84,9574.85,Yes,2016-12-31T23:59:59.000,,10.0MB,0,0,,99.95%,,52 milliseconds or less,,,,
Healthcare Connect Fund,Individual,2013,13422641,1,Committed,31756,Sabine Medical Center,"Dedicated Er Of Rural, For-Profit Hospital",240 Highland Dr,Many,LA,71449,31.5607692,-93.4711387,31756,Sabine Medical Center,"Dedicated Er Of Rural, For-Profit Hospital",240 Highland Dr,Many,LA,Sabine,71449,31.5607692,-93.4711387,Leased/Tariffed Facilities or Services,Digital Subscriber Line (DSL),3.0MB,3.0MB,0,Month,No,2014-04-02T00:00:00.000,2014-06-30T00:00:00.000,2014-07-22T00:00:00.000,2014-06-12T00:00:00.000,143004824,"BellSouth Telecommunications, LLC",,162.1,162.1,162.1,162.1,No,2014-12-31T23:59:59.000,Sabine,3.0MB,0,0,,,,,,0.85,,
Healthcare Connect Fund,Consortium,2013,13440241,319,Committed,17212,Cha Broadband Services,Consortium Of The Above,7335 E Orchard Rd,Greenwood Village,CO,80111,39.610135,-104.902395,33680,Arapahoe Douglas Mental Health Network - Outpatient Castlerock,Community Mental Health Center,831 S. Perry St,Castlerock,CO,Douglas,80140,39.3624522,-104.8624739,Network Equipment,Routers (leased),11 Gbps,11 Gbps,,Onetime,No,2013-11-07T00:00:00.000,2016-06-30T00:00:00.000,2014-02-11T00:00:00.000,2013-06-19T00:00:00.000,143001157,"CenturyLink Qwest Communications Company, LLC",,3181.75,3181.75,3181.75,3181.75,Yes,2017-01-31T23:59:59.000,,,0,0,1.0E-5,0.99999,n/a,<15,1,1,1,
Healthcare Connect Fund,Individual,2023,RHC20230018556,1,Processed,10920,Phs - Colfax Gen Hospital,Rural Health Clinic,615 Prospect Ave.,Springer,NM,87747,36.3628414,-104.5860002,10920,Phs - Colfax Gen Hospital,Rural Health Clinic,615 Prospect Ave.,Springer,NM,Colfax,87747,36.3628414,-104.5860002,Data,ISDN,1.544 Mbps,1.544 Mbps,,Monthly,No,2023-07-01T00:00:00.000,2024-06-30T00:00:00.000,2023-06-22T00:00:00.000,2023-02-22T00:00:00.000,143004077,"Plateau Telecommunications, Inc",FY 2023 Filing Window 1,3467.02,3467.02,3467.02,,No,2024-10-28T00:00:00.000,Colfax,,,,,,,,,,,
Healthcare Connect Fund,Individual,2013,13403541,1,Committed,16375,Plains Medical Center-Limon Clinic,Rural Health Clinic,820 1st Street,Limon,CO,80828,39.2613534,-103.6870193,16375,Plains Medical Center-Limon Clinic,Rural Health Clinic,820 1st Street,Limon,CO,Lincoln,80828,39.2613534,-103.6870193,Leased/Tariffed Facilities or Services,T-1 / DS-1,1.5,1.5,0,Month,Yes,2014-01-14T00:00:00.000,2015-04-26T00:00:00.000,2014-11-11T00:00:00.000,2014-03-12T00:00:00.000,143005231,CenturyLink Qwest Corporation,,2254.01,2254.01,2254.01,2254.01,No,2015-10-26T23:59:59.000,Lincoln,0,0,0,,,,,1,1,1,
Healthcare Connect Fund,Individual,2013,13404441,1,Committed,15160,Columbus Regional Healthcare System,Not-For-Profit Hospital,500 Jefferson Street,Whiteville,NC,28472,34.3379629,-78.6923917,15160,Columbus Regional Healthcare System,Not-For-Profit Hospital,500 Jefferson Street,Whiteville,NC,Columbus,28472,34.3379629,-78.6923917,Leased/Tariffed Facilities or Services,Internet,15.0MB,2.0MB,0,Month,No,2014-01-07T00:00:00.000,2014-06-30T00:00:00.000,2014-07-08T00:00:00.000,2014-06-20T00:00:00.000,143027380,"Time Warner Cable Information Services (North Carolina), LLC",,900.31,871.27,871.27,871.27,No,2014-12-31T23:59:59.000,Columbus,NA,0,0,,,,,,,,
Healthcare Connect Fund,Consortium,2022,RHC20220011695,8,Processed,65262,Willis-Knighton  Health System,Consortium Of The Above,2600 Greenwood Rd,Shreveport,LA,71103,32.4847971,-93.7795934,15681,Willis-Knighton South,Not-For-Profit Hospital,2510 Bert Kouns Industrial Loop,Shreveport,LA,Caddo,71118,32.4027023,-93.7972115,Data,Ethernet,10 Gbps,10 Gbps,1,Monthly,No,2022-07-01T00:00:00.000,2023-06-30T00:00:00.000,2023-01-19T00:00:00.000,2022-05-17T00:00:00.000,143026293,"Southern Light, LLC",FY 2022 Filing Window 1,20462.68,20462.68,20462.68,20428.36,No,2023-10-28T00:00:00.000,,,,,,,,,,,,
Healthcare Connect Fund,Individual,2013,13392621,2,Committed,23858,Coffee Regional Medical - Surgical Group,Rural Health Clinic,1309 Ocilla Rd,Douglas,GA,31533,31.5111371,-82.8665874,23858,Coffee Regional Medical - Surgical Group,Rural Health Clinic,1309 Ocilla Rd,Douglas,GA,Coffee,31533,31.5111371,-82.8665874,Leased/Tariffed Facilities or Services,Digital Subscriber Line (DSL),3,.768,,Month,No,2014-01-01T00:00:00.000,2014-06-30T00:00:00.000,2014-03-25T00:00:00.000,2014-02-24T00:00:00.000,143030766,"Windstream Communications, LLC",,101.37,101.37,101.37,101.37,No,2014-12-31T23:59:59.000,Coffee,,0,0,,,,,1,1,1,
Healthcare Connect Fund,Individual,2013,13414401,1,Committed,27128,Jackson Madison - Medsouth Medical Center - Dyersburg,Rural Health Clinic,1720 Woodlawn Ave,Dyersburg,TN,38024,36.04895,-89.378336,27128,Jackson Madison - Medsouth Medical Center - Dyersburg,Rural Health Clinic,1720 Woodlawn Ave,Dyersburg,TN,Dyer,38024,36.04895,-89.378336,Leased/Tariffed Facilities or Services,Ethernet,0,0,0,Month,No,2014-01-07T00:00:00.000,2014-06-30T00:00:00.000,2014-05-13T00:00:00.000,2014-04-26T00:00:00.000,143004824,"BellSouth Telecommunications, LLC",,3764.87,3764.87,3764.87,3764.87,No,2014-12-31T23:59:59.000,Dyer,10.0MB,0,0,,,,,,,,
Healthcare Connect Fund,Consortium,2022,RHC20220007760,9,Processed,17243,Palmetto State Providers Network,Consortium Of The Above,1880 Main Highway,Bamberg,SC,29003,33.313536,-81.034493,45696,Community Health Care Systems - Twiggs Co.,Community Health Center Or Health Center Providing Health Care To Migrants,101 Watson Rd.,Jeffersonville,GA,Twiggs,31044,32.6863200,-83.3605211,Data,Dedicated Internet Access (DIA),100.00 Mbps,100.00 Mbps,,Monthly,Yes,2022-07-01T00:00:00.000,2025-06-30T00:00:00.000,2023-03-02T00:00:00.000,2022-03-02T00:00:00.000,143032515,"FRC, LLC",FY 2022 Filing Window 1,9945,9945,9945,,Yes,2025-10-28T00:00:00.000,Charleston,,,,<0.001,0.9999,<10 MS,<8 ms,,,1,
Healthcare Connect Fund,Consortium,2013,13414081,26,Committed,17253,Sanford Health,Consortium Of The Above,900 E 54th St N,Sioux Falls,SD,57104,43.578374,-96.721868,10540,Sanford Health Mountain Lake Clinic,Rural Health Clinic,308 N. 8th St.,Mountain Lake,MN,Cottonwood,56159,43.9382589,-94.932997,Leased/Tariffed Facilities or Services,Ethernet,10.0MB,10.0MB,,Month,Yes,2013-07-01T00:00:00.000,2015-06-30T00:00:00.000,2014-07-08T00:00:00.000,2013-10-31T00:00:00.000,143001179,Midcontinent Communications,,22893.47,22893.47,22893.47,22893.47,Yes,2016-12-31T23:59:59.000,,,0,0,.30,99.70,N/A,20ms,1,1,1,
Healthcare Connect Fund,Consortium,2013,13440241,211,Committed,17212,Cha Broadband Services,Consortium Of The Above,7335 E Orchard Rd,Greenwood Village,CO,80111,39.610135,-104.902395,23878,Heart Of The Rockies Regional Medical - Buena Vista Health Center,Rural Health Clinic,28374 County Road 317,Buena Vista,CO,Chaffee,81211,38.83057,-106.122201,Network Equipment,Routers (leased),11 Gbps,11 Gbps,,Onetime,Yes,2014-06-14T00:00:00.000,2016-06-30T00:00:00.000,2014-02-11T00:00:00.000,2013-06-19T00:00:00.000,143001157,"CenturyLink Qwest Communications Company, LLC",,390,390,390,390,Yes,2017-01-31T23:59:59.000,,,0,0,1.0E-5,0.99999,n/a,<15,1,1,1,
Healthcare Connect Fund,Consortium,2023,RHC20230025382,16,Processed,17252,Rural Wisconsin Health Cooperative Itn,Consortium Of The Above,880 Independence Lane,Sauk City,WI,53583,43.2676374,-89.7361619,52848,Uw-Fond Du Lac,"Post-Secondary Educational Institution Offering Health Care Instruction, Teaching Hospital Or Medical School",400 University Dr,Fond Du Lac,WI,Fond Du Lac,54935,43.7897366,-88.4136415,Network Management Services,Bundled Network Management and Operation Services,30.00 Gbps,30.00 Gbps,,Quarterly,Yes,2023-07-01T00:00:00.000,2024-06-30T00:00:00.000,2024-01-11T00:00:00.000,2023-04-11T00:00:00.000,143050170,University of Wisconsin - Madison DoIT,FY 2023 Filing Window 1,75249.2,75249.2,75249.2,,No,2024-10-28T00:00:00.000,,,,,,,,,,,,
Healthcare Connect Fund,Consortium,2023,RHC20230027339,52,Submitted,93643,Carilion Clinic Consortium,Consortium Of The Above,1 Health Cir,Lexington,VA,24450,37.778514,-79.44099,93090,Carilion Clinic Family Medicine Floyd,Rural Health Clinic,911 E Main St,Floyd,VA,Floyd,24091,36.915273,-80.30895,Equipment,Routers (HCP owned),NA,NA,0,One Time,Yes,,,,2023-05-01T00:00:00.000,143006553,"ePlus Technology, Inc.",FY 2023 Filing Window 1,3535.81,,,,No,,,,,,,,,,,,,
Healthcare Connect Fund,Consortium,2013,13413161,29,Committed,17221,Heartland Unified Broadband Network,Consortium Of The Above,3900 W Avera Dr,Sioux Falls,SD,57108,43.492702,-96.774005,14610,Brookings Medical Clinic,Rural Health Clinic,400 22nd Avenue,Brookings,SD,Brookings,57006,44.3091339,-96.7667144,Leased/Tariffed Facilities or Services,MPLS,30,30,,Month,No,2013-07-01T00:00:00.000,2013-11-30T00:00:00.000,2014-07-08T00:00:00.000,2013-09-19T00:00:00.000,143002997,"South Dakota Network, LLC",,4531.61,4531.61,4531.61,4531.61,Yes,2016-12-31T23:59:59.000,,,0,0,0.1,99.985,8,15,1,1,1,
Healthcare Connect Fund,Individual,2023,RHC20230021780,1,Submitted,16336,Spooner Health System,Not-For-Profit Hospital,1280 Chandler Dr,Spooner,WI,54801,45.8414373,-91.8703438,16336,Spooner Health System,Not-For-Profit Hospital,1280 Chandler Dr,Spooner,WI,Washburn,54801,45.8414373,-91.8703438,Data,Internet Access,1 Gbps,1 Gbps,2,Monthly,No,,,,2023-03-15T00:00:00.000,143004351,WiscNet,FY 2023 Filing Window 1,6864,,,,No,,Washburn,,,,,,,,,,,
Healthcare Connect Fund,Individual,2023,RHC20230015561,1,Processed,39399,Scott & White - Salado Clinic,Rural Health Clinic,3525 Fm 2484,Salado,TX,76571,30.9672478,-97.5407841,39399,Scott & White - Salado Clinic,Rural Health Clinic,3525 Fm 2484,Salado,TX,Bell,76571,30.9672478,-97.5407841,Data,ISDN,1.544 Mbps,1.544 Mbps,0,Monthly,No,2023-07-01T00:00:00.000,2024-06-30T00:00:00.000,2023-07-20T00:00:00.000,2023-01-05T00:00:00.000,143002445,"Brightspeed of Texas, LLC",FY 2023 Filing Window 1,3517.25,3517.25,3517.25,,No,2024-10-28T00:00:00.000,Bell,,,,,,,,,,,
Healthcare Connect Fund,Consortium,2013,13440241,320,Committed,17212,Cha Broadband Services,Consortium Of The Above,7335 E Orchard Rd,Greenwood Village,CO,80111,39.610135,-104.902395,33673,Limon Family Practice,Rural Health Clinic,2110 6th Street,Limon,CO,Lincoln,80828,39.2693667,-103.7086129,Leased/Tariffed Facilities or Services,Managed Ethernet,10 Mbps,10 Mbps,,Onetime,Yes,2013-07-01T00:00:00.000,2016-06-30T00:00:00.000,2014-02-11T00:00:00.000,2013-06-19T00:00:00.000,143001157,"CenturyLink Qwest Communications Company, LLC",,0,0,0,0,Yes,2017-01-31T23:59:59.000,,,0,0,1.0E-5,0.99999,n/a,<15,1,0,1,
Healthcare Connect Fund,Consortium,2013,13432071,1,Committed,17252,Rural Wisconsin Health Cooperative Itn,Consortium Of The Above,880 Independence Lane,Sauk City,WI,53583,43.2676374,-89.7361619,25467,Sacred Heart Hospital,Not-For-Profit Hospital,900 West Clairemont Avenue,Eau Claire,WI,Eau Claire,54701,44.794519,-91.5107268,Leased/Tariffed Facilities or Services,Annual Internet2 Subscription,1.0MB,1.0MB,4,Year,Yes,2013-11-17T00:00:00.000,2016-06-30T00:00:00.000,2014-07-29T00:00:00.000,2014-03-28T00:00:00.000,143004351,WiscNet,,11184.45,11184.45,11184.45,11184.45,No,2016-12-31T23:59:59.000,,0,0,0,,,,,1,1,1,
